time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
5791.299,-0.0003802638,0.001092163,0.001008651,0.006647354,-0.01289288,-0.007567114,-0.04736474,1.120007,-0.6546265,348.6643,25.89819,4.077821,0,0,0,0,0,0,0.1590405,0.824241,-0.6986077,-3.06758E-05,354.256,-6.704814E-05,0.003090724,0.00402186,-0.02854086,0.05745934,-0.09382417,-0.1658957,0.00327276,0.5465755,-0.4905809,29.28346,359.7274,57.6249
